Date,Location,Number_of_Visitors
2021-02-17 19:25:51.102204408,Ghost Tours & Historical Walks,4712
2021-02-20 17:41:57.835671344,Kimberley Museum,3461
2021-02-20 17:41:57.835671344,McGregor Museum,5376
2021-02-20 17:41:57.835671344,William Humphreys Art Gallery,3118
2021-02-20 17:41:57.835671344,Magersfontein Battlefield,6687
2021-02-20 17:41:57.835671344,Ghost Tours & Historical Walks,4799
2021-02-23 15:58:04.569138280,Kimberley Museum,5031
2021-02-23 15:58:04.569138280,McGregor Museum,6373
2021-02-23 15:58:04.569138280,William Humphreys Art Gallery,5188
2021-02-23 15:58:04.569138280,Magersfontein Battlefield,2918
2021-02-23 15:58:04.569138280,Ghost Tours & Historical Walks,3044
2021-02-26 14:14:11.302605216,Kimberley Museum,6644
2021-02-26 14:14:11.302605216,McGregor Museum,6564
2021-02-26 14:14:11.302605216,William Humphreys Art Gallery,2884
2021-02-26 14:14:11.302605216,Magersfontein Battlefield,5913
2021-02-26 14:14:11.302605216,Ghost Tours & Historical Walks,4111
2021-03-01 12:30:18.036072144,Kimberley Museum,2422
2021-03-01 12:30:18.036072144,McGregor Museum,4491
2021-03-01 12:30:18.036072144,William Humphreys Art Gallery,5804
2021-03-01 12:30:18.036072144,Magersfontein Battlefield,4508
2021-03-01 12:30:18.036072144,Ghost Tours & Historical Walks,5390
2021-03-04 10:46:24.769539080,Kimberley Museum,1636
2021-03-04 10:46:24.769539080,McGregor Museum,7628
2021-03-04 10:46:24.769539080,William Humphreys Art Gallery,4203
2021-03-04 10:46:24.769539080,Magersfontein Battlefield,5162
2021-03-04 10:46:24.769539080,Ghost Tours & Historical Walks,4630
2021-03-07 09:02:31.503006016,Kimberley Museum,5587
2021-03-07 09:02:31.503006016,McGregor Museum,5083
2021-03-07 09:02:31.503006016,William Humphreys Art Gallery,4147
2021-03-07 09:02:31.503006016,Magersfontein Battlefield,5723
2021-03-07 09:02:31.503006016,Ghost Tours & Historical Walks,3855
2021-03-10 07:18:38.236472944,Kimberley Museum,5682
2021-03-10 07:18:38.236472944,McGregor Museum,5145
2021-03-10 07:18:38.236472944,William Humphreys Art Gallery,4605
2021-03-10 07:18:38.236472944,Magersfontein Battlefield,5494
2021-03-10 07:18:38.236472944,Ghost Tours & Historical Walks,3914
2021-03-13 05:34:44.969939880,Kimberley Museum,7677
2021-03-13 05:34:44.969939880,McGregor Museum,4047
2021-03-13 05:34:44.969939880,William Humphreys Art Gallery,3014
2021-03-13 05:34:44.969939880,Magersfontein Battlefield,1906
2021-03-13 05:34:44.969939880,Ghost Tours & Historical Walks,5308
2021-03-16 03:50:51.703406816,Kimberley Museum,5037
2021-03-16 03:50:51.703406816,McGregor Museum,2942
2021-03-16 03:50:51.703406816,William Humphreys Art Gallery,6041
2021-03-16 03:50:51.703406816,Magersfontein Battlefield,4199
2021-03-16 03:50:51.703406816,Ghost Tours & Historical Walks,4951
2021-03-19 02:06:58.436873752,Kimberley Museum,6151
2021-03-19 02:06:58.436873752,McGregor Museum,5889
2021-03-19 02:06:58.436873752,William Humphreys Art Gallery,3319
2021-03-19 02:06:58.436873752,Magersfontein Battlefield,5555
2021-03-19 02:06:58.436873752,Ghost Tours & Historical Walks,3359
2021-03-22 00:23:05.170340680,Kimberley Museum,4630
2021-03-22 00:23:05.170340680,McGregor Museum,4845
2021-03-22 00:23:05.170340680,William Humphreys Art Gallery,5219
2021-03-22 00:23:05.170340680,Magersfontein Battlefield,6072
2021-03-22 00:23:05.170340680,Ghost Tours & Historical Walks,5189
2021-03-24 22:39:11.903807616,Kimberley Museum,5183
2021-03-24 22:39:11.903807616,McGregor Museum,4154
2021-03-24 22:39:11.903807616,William Humphreys Art Gallery,3364
2021-03-24 22:39:11.903807616,Magersfontein Battlefield,3522
2021-03-24 22:39:11.903807616,Ghost Tours & Historical Walks,6628
2021-03-27 20:55:18.637274552,Kimberley Museum,7700
2021-03-27 20:55:18.637274552,McGregor Museum,6426
2021-03-27 20:55:18.637274552,William Humphreys Art Gallery,2190
2021-03-27 20:55:18.637274552,Magersfontein Battlefield,6606
2021-03-27 20:55:18.637274552,Ghost Tours & Historical Walks,7060
2021-03-30 19:11:25.370741488,Kimberley Museum,2385
2021-03-30 19:11:25.370741488,McGregor Museum,5240
2021-03-30 19:11:25.370741488,William Humphreys Art Gallery,4639
2021-03-30 19:11:25.370741488,Magersfontein Battlefield,3677
2021-03-30 19:11:25.370741488,Ghost Tours & Historical Walks,3639
2021-04-02 17:27:32.104208416,Kimberley Museum,2352
2021-04-02 17:27:32.104208416,McGregor Museum,4515
2021-04-02 17:27:32.104208416,William Humphreys Art Gallery,5164
2021-04-02 17:27:32.104208416,Magersfontein Battlefield,4091
2021-04-02 17:27:32.104208416,Ghost Tours & Historical Walks,4664
2021-04-05 15:43:38.837675352,Kimberley Museum,2960
2021-04-05 15:43:38.837675352,McGregor Museum,5931
2021-04-05 15:43:38.837675352,William Humphreys Art Gallery,6773
2021-04-05 15:43:38.837675352,Magersfontein Battlefield,2671
2021-04-05 15:43:38.837675352,Ghost Tours & Historical Walks,4722
2021-04-08 13:59:45.571142288,Kimberley Museum,4052
2021-04-08 13:59:45.571142288,McGregor Museum,6913
2021-04-08 13:59:45.571142288,William Humphreys Art Gallery,6688
2021-04-08 13:59:45.571142288,Magersfontein Battlefield,4969
2021-04-08 13:59:45.571142288,Ghost Tours & Historical Walks,3019
2021-04-11 12:15:52.304609224,Kimberley Museum,5754
2021-04-11 12:15:52.304609224,McGregor Museum,6921
2021-04-11 12:15:52.304609224,William Humphreys Art Gallery,3761
2021-04-11 12:15:52.304609224,Magersfontein Battlefield,6282
2021-04-11 12:15:52.304609224,Ghost Tours & Historical Walks,3551
2021-04-14 10:31:59.038076160,Kimberley Museum,4371
2021-04-14 10:31:59.038076160,McGregor Museum,6801
2021-04-14 10:31:59.038076160,William Humphreys Art Gallery,4230
2021-04-14 10:31:59.038076160,Magersfontein Battlefield,4341
2021-04-14 10:31:59.038076160,Ghost Tours & Historical Walks,6853
2021-04-17 08:48:05.771543088,Kimberley Museum,8408
2021-04-17 08:48:05.771543088,McGregor Museum,3202
2021-04-17 08:48:05.771543088,William Humphreys Art Gallery,6771
2021-04-17 08:48:05.771543088,Magersfontein Battlefield,4625
2021-04-17 08:48:05.771543088,Ghost Tours & Historical Walks,2697
2021-04-20 07:04:12.505010016,Kimberley Museum,4670
2021-04-20 07:04:12.505010016,McGregor Museum,1405
2021-04-20 07:04:12.505010016,William Humphreys Art Gallery,4183
2021-04-20 07:04:12.505010016,Magersfontein Battlefield,4507
2021-04-20 07:04:12.505010016,Ghost Tours & Historical Walks,4760
2021-04-23 05:20:19.238476960,Kimberley Museum,6338
2021-04-23 05:20:19.238476960,McGregor Museum,5104
2021-04-23 05:20:19.238476960,William Humphreys Art Gallery,5483
2021-04-23 05:20:19.238476960,Magersfontein Battlefield,1822
2021-04-23 05:20:19.238476960,Ghost Tours & Historical Walks,4751
2021-04-26 03:36:25.971943888,Kimberley Museum,4923
2021-04-26 03:36:25.971943888,McGregor Museum,5896
2021-04-26 03:36:25.971943888,William Humphreys Art Gallery,4675
2021-04-26 03:36:25.971943888,Magersfontein Battlefield,5290
2021-04-26 03:36:25.971943888,Ghost Tours & Historical Walks,3009
2021-04-29 01:52:32.705410816,Kimberley Museum,8552
2021-04-29 01:52:32.705410816,McGregor Museum,5640
2021-04-29 01:52:32.705410816,William Humphreys Art Gallery,2554
2021-04-29 01:52:32.705410816,Magersfontein Battlefield,5666
2021-04-29 01:52:32.705410816,Ghost Tours & Historical Walks,6612
2021-05-02 00:08:39.438877760,Kimberley Museum,5169
2021-05-02 00:08:39.438877760,McGregor Museum,6818
2021-05-02 00:08:39.438877760,William Humphreys Art Gallery,3053
2021-05-02 00:08:39.438877760,Magersfontein Battlefield,3288
2021-05-02 00:08:39.438877760,Ghost Tours & Historical Walks,6148
2021-05-04 22:24:46.172344688,Kimberley Museum,3859
2021-05-04 22:24:46.172344688,McGregor Museum,5768
2021-05-04 22:24:46.172344688,William Humphreys Art Gallery,4376
2021-05-04 22:24:46.172344688,Magersfontein Battlefield,5668
2021-05-04 22:24:46.172344688,Ghost Tours & Historical Walks,5738
2021-05-07 20:40:52.905811632,Kimberley Museum,5575
2021-05-07 20:40:52.905811632,McGregor Museum,3800
2021-05-07 20:40:52.905811632,William Humphreys Art Gallery,8200
2021-05-07 20:40:52.905811632,Magersfontein Battlefield,3971
2021-05-07 20:40:52.905811632,Ghost Tours & Historical Walks,5188
2021-05-10 18:56:59.639278560,Kimberley Museum,6576
2021-05-10 18:56:59.639278560,McGregor Museum,1060
2021-05-10 18:56:59.639278560,William Humphreys Art Gallery,7548
2021-05-10 18:56:59.639278560,Magersfontein Battlefield,5618
2021-05-10 18:56:59.639278560,Ghost Tours & Historical Walks,3563
2021-05-13 17:13:06.372745488,Kimberley Museum,4237
2021-05-13 17:13:06.372745488,McGregor Museum,4774
2021-05-13 17:13:06.372745488,William Humphreys Art Gallery,3842
2021-05-13 17:13:06.372745488,Magersfontein Battlefield,2671
2021-05-13 17:13:06.372745488,Ghost Tours & Historical Walks,5722
2021-05-16 15:29:13.106212432,Kimberley Museum,4596
2021-05-16 15:29:13.106212432,McGregor Museum,6487
2021-05-16 15:29:13.106212432,William Humphreys Art Gallery,4138
2021-05-16 15:29:13.106212432,Magersfontein Battlefield,2897
2021-05-16 15:29:13.106212432,Ghost Tours & Historical Walks,3213
2021-05-19 13:45:19.839679360,Kimberley Museum,4674
2021-05-19 13:45:19.839679360,McGregor Museum,6974
2021-05-19 13:45:19.839679360,William Humphreys Art Gallery,5019
2021-05-19 13:45:19.839679360,Magersfontein Battlefield,4329
2021-05-19 13:45:19.839679360,Ghost Tours & Historical Walks,1807
2021-05-22 12:01:26.573146288,Kimberley Museum,3929
2021-05-22 12:01:26.573146288,McGregor Museum,5837
2021-05-22 12:01:26.573146288,William Humphreys Art Gallery,6832
2021-05-22 12:01:26.573146288,Magersfontein Battlefield,2551
2021-05-22 12:01:26.573146288,Ghost Tours & Historical Walks,2769
2021-05-25 10:17:33.306613232,Kimberley Museum,7688
2021-05-25 10:17:33.306613232,McGregor Museum,3380
2021-05-25 10:17:33.306613232,William Humphreys Art Gallery,2201
2021-05-25 10:17:33.306613232,Magersfontein Battlefield,6051
2021-05-25 10:17:33.306613232,Ghost Tours & Historical Walks,4583
2021-05-28 08:33:40.040080160,Kimberley Museum,3805
2021-05-28 08:33:40.040080160,McGregor Museum,3185
2021-05-28 08:33:40.040080160,William Humphreys Art Gallery,4784
2021-05-28 08:33:40.040080160,Magersfontein Battlefield,5922
2021-05-28 08:33:40.040080160,Ghost Tours & Historical Walks,4259
2021-05-31 06:49:46.773547104,Kimberley Museum,6624
2021-05-31 06:49:46.773547104,McGregor Museum,6375
2021-05-31 06:49:46.773547104,William Humphreys Art Gallery,6161
2021-05-31 06:49:46.773547104,Magersfontein Battlefield,6841
2021-05-31 06:49:46.773547104,Ghost Tours & Historical Walks,6817
2021-06-03 05:05:53.507014032,Kimberley Museum,5341
2021-06-03 05:05:53.507014032,McGregor Museum,3341
2021-06-03 05:05:53.507014032,William Humphreys Art Gallery,3864
2021-06-03 05:05:53.507014032,Magersfontein Battlefield,6526
2021-06-03 05:05:53.507014032,Ghost Tours & Historical Walks,5401
2021-06-06 03:22:00.240480960,Kimberley Museum,3514
2021-06-06 03:22:00.240480960,McGregor Museum,3767
2021-06-06 03:22:00.240480960,William Humphreys Art Gallery,4075
2021-06-06 03:22:00.240480960,Magersfontein Battlefield,7898
2021-06-06 03:22:00.240480960,Ghost Tours & Historical Walks,5145
2021-06-09 01:38:06.973947904,Kimberley Museum,2328
2021-06-09 01:38:06.973947904,McGregor Museum,6052
2021-06-09 01:38:06.973947904,William Humphreys Art Gallery,6792
2021-06-09 01:38:06.973947904,Magersfontein Battlefield,6438
2021-06-09 01:38:06.973947904,Ghost Tours & Historical Walks,6489
2021-06-11 23:54:13.707414832,Kimberley Museum,3185
2021-06-11 23:54:13.707414832,McGregor Museum,8827
2021-06-11 23:54:13.707414832,William Humphreys Art Gallery,4042
2021-06-11 23:54:13.707414832,Magersfontein Battlefield,4773
2021-06-11 23:54:13.707414832,Ghost Tours & Historical Walks,7505
2021-06-14 22:10:20.440881760,Kimberley Museum,5465
2021-06-14 22:10:20.440881760,McGregor Museum,3597
2021-06-14 22:10:20.440881760,William Humphreys Art Gallery,8638
2021-06-14 22:10:20.440881760,Magersfontein Battlefield,5474
2021-06-14 22:10:20.440881760,Ghost Tours & Historical Walks,4590
2021-06-17 20:26:27.174348704,Kimberley Museum,5392
2021-06-17 20:26:27.174348704,McGregor Museum,3181
2021-06-17 20:26:27.174348704,William Humphreys Art Gallery,4677
2021-06-17 20:26:27.174348704,Magersfontein Battlefield,2266
2021-06-17 20:26:27.174348704,Ghost Tours & Historical Walks,2329
2021-06-20 18:42:33.907815632,Kimberley Museum,3690
2021-06-20 18:42:33.907815632,McGregor Museum,3846
2021-06-20 18:42:33.907815632,William Humphreys Art Gallery,4969
2021-06-20 18:42:33.907815632,Magersfontein Battlefield,7358
2021-06-20 18:42:33.907815632,Ghost Tours & Historical Walks,2735
2021-06-23 16:58:40.641282560,Kimberley Museum,1362
2021-06-23 16:58:40.641282560,McGregor Museum,3449
2021-06-23 16:58:40.641282560,William Humphreys Art Gallery,4976
2021-06-23 16:58:40.641282560,Magersfontein Battlefield,3263
2021-06-23 16:58:40.641282560,Ghost Tours & Historical Walks,5029
2021-06-26 15:14:47.374749504,Kimberley Museum,6241
2021-06-26 15:14:47.374749504,McGregor Museum,5061
2021-06-26 15:14:47.374749504,William Humphreys Art Gallery,932
2021-06-26 15:14:47.374749504,Magersfontein Battlefield,7570
2021-06-26 15:14:47.374749504,Ghost Tours & Historical Walks,5672
2021-06-29 13:30:54.108216432,Kimberley Museum,5536
2021-06-29 13:30:54.108216432,McGregor Museum,4864
2021-06-29 13:30:54.108216432,William Humphreys Art Gallery,6685
2021-06-29 13:30:54.108216432,Magersfontein Battlefield,5794
2021-06-29 13:30:54.108216432,Ghost Tours & Historical Walks,3950
2021-07-02 11:47:00.841683376,Kimberley Museum,4696
2021-07-02 11:47:00.841683376,McGregor Museum,4863
2021-07-02 11:47:00.841683376,William Humphreys Art Gallery,1961
2021-07-02 11:47:00.841683376,Magersfontein Battlefield,6333
2021-07-02 11:47:00.841683376,Ghost Tours & Historical Walks,4633
2021-07-05 10:03:07.575150304,Kimberley Museum,2516
2021-07-05 10:03:07.575150304,McGregor Museum,4260
2021-07-05 10:03:07.575150304,William Humphreys Art Gallery,5255
2021-07-05 10:03:07.575150304,Magersfontein Battlefield,5610
2021-07-05 10:03:07.575150304,Ghost Tours & Historical Walks,7467
2021-07-08 08:19:14.308617232,Kimberley Museum,6495
2021-07-08 08:19:14.308617232,McGregor Museum,6291
2021-07-08 08:19:14.308617232,William Humphreys Art Gallery,3259
2021-07-08 08:19:14.308617232,Magersfontein Battlefield,5161
2021-07-08 08:19:14.308617232,Ghost Tours & Historical Walks,6979
2021-07-11 06:35:21.042084176,Kimberley Museum,3979
2021-07-11 06:35:21.042084176,McGregor Museum,4824
2021-07-11 06:35:21.042084176,William Humphreys Art Gallery,5913
2021-07-11 06:35:21.042084176,Magersfontein Battlefield,4832
2021-07-11 06:35:21.042084176,Ghost Tours & Historical Walks,2014
2021-07-14 04:51:27.775551104,Kimberley Museum,5476
2021-07-14 04:51:27.775551104,McGregor Museum,4154
2021-07-14 04:51:27.775551104,William Humphreys Art Gallery,5994
2021-07-14 04:51:27.775551104,Magersfontein Battlefield,4272
2021-07-14 04:51:27.775551104,Ghost Tours & Historical Walks,4087
2021-07-17 03:07:34.509018032,Kimberley Museum,3990
2021-07-17 03:07:34.509018032,McGregor Museum,4586
2021-07-17 03:07:34.509018032,William Humphreys Art Gallery,6309
2021-07-17 03:07:34.509018032,Magersfontein Battlefield,7731
2021-07-17 03:07:34.509018032,Ghost Tours & Historical Walks,3452
2021-07-20 01:23:41.242484976,Kimberley Museum,6899
2021-07-20 01:23:41.242484976,McGregor Museum,3227
2021-07-20 01:23:41.242484976,William Humphreys Art Gallery,3351
2021-07-20 01:23:41.242484976,Magersfontein Battlefield,4523
2021-07-20 01:23:41.242484976,Ghost Tours & Historical Walks,4947
2021-07-22 23:39:47.975951904,Kimberley Museum,3641
2021-07-22 23:39:47.975951904,McGregor Museum,5855
2021-07-22 23:39:47.975951904,William Humphreys Art Gallery,3378
2021-07-22 23:39:47.975951904,Magersfontein Battlefield,4690
2021-07-22 23:39:47.975951904,Ghost Tours & Historical Walks,6530
2021-07-25 21:55:54.709418848,Kimberley Museum,3196
2021-07-25 21:55:54.709418848,McGregor Museum,2691
2021-07-25 21:55:54.709418848,William Humphreys Art Gallery,3976
2021-07-25 21:55:54.709418848,Magersfontein Battlefield,4783
2021-07-25 21:55:54.709418848,Ghost Tours & Historical Walks,6040
2021-07-28 20:12:01.442885776,Kimberley Museum,3433
2021-07-28 20:12:01.442885776,McGregor Museum,6823
2021-07-28 20:12:01.442885776,William Humphreys Art Gallery,5487
2021-07-28 20:12:01.442885776,Magersfontein Battlefield,4522
2021-07-28 20:12:01.442885776,Ghost Tours & Historical Walks,7013
2021-07-31 18:28:08.176352704,Kimberley Museum,7920
2021-07-31 18:28:08.176352704,McGregor Museum,4067
2021-07-31 18:28:08.176352704,William Humphreys Art Gallery,7059
2021-07-31 18:28:08.176352704,Magersfontein Battlefield,4570
2021-07-31 18:28:08.176352704,Ghost Tours & Historical Walks,6574
2021-08-03 16:44:14.909819648,Kimberley Museum,3821
2021-08-03 16:44:14.909819648,McGregor Museum,4670
2021-08-03 16:44:14.909819648,William Humphreys Art Gallery,2998
2021-08-03 16:44:14.909819648,Magersfontein Battlefield,5113
2021-08-03 16:44:14.909819648,Ghost Tours & Historical Walks,5185
2021-08-06 15:00:21.643286576,Kimberley Museum,3006
2021-08-06 15:00:21.643286576,McGregor Museum,5556
2021-08-06 15:00:21.643286576,William Humphreys Art Gallery,7609
2021-08-06 15:00:21.643286576,Magersfontein Battlefield,4319
2021-08-06 15:00:21.643286576,Ghost Tours & Historical Walks,5806
2021-08-09 13:16:28.376753504,Kimberley Museum,4580
2021-08-09 13:16:28.376753504,McGregor Museum,6772
2021-08-09 13:16:28.376753504,William Humphreys Art Gallery,6227
2021-08-09 13:16:28.376753504,Magersfontein Battlefield,2748
2021-08-09 13:16:28.376753504,Ghost Tours & Historical Walks,4178
2021-08-12 11:32:35.110220448,Kimberley Museum,4513
2021-08-12 11:32:35.110220448,McGregor Museum,4877
2021-08-12 11:32:35.110220448,William Humphreys Art Gallery,5147
2021-08-12 11:32:35.110220448,Magersfontein Battlefield,4043
2021-08-12 11:32:35.110220448,Ghost Tours & Historical Walks,3226
2021-08-15 09:48:41.843687376,Kimberley Museum,6535
2021-08-15 09:48:41.843687376,McGregor Museum,4805
2021-08-15 09:48:41.843687376,William Humphreys Art Gallery,1555
2021-08-15 09:48:41.843687376,Magersfontein Battlefield,3056
2021-08-15 09:48:41.843687376,Ghost Tours & Historical Walks,6505
2021-08-18 08:04:48.577154304,Kimberley Museum,3746
2021-08-18 08:04:48.577154304,McGregor Museum,3882
2021-08-18 08:04:48.577154304,William Humphreys Art Gallery,4754
2021-08-18 08:04:48.577154304,Magersfontein Battlefield,5512
2021-08-18 08:04:48.577154304,Ghost Tours & Historical Walks,6432
2021-08-21 06:20:55.310621248,Kimberley Museum,4569
2021-08-21 06:20:55.310621248,McGregor Museum,5108
2021-08-21 06:20:55.310621248,William Humphreys Art Gallery,5874
2021-08-21 06:20:55.310621248,Magersfontein Battlefield,4206
2021-08-21 06:20:55.310621248,Ghost Tours & Historical Walks,5091
2021-08-24 04:37:02.044088176,Kimberley Museum,5859
2021-08-24 04:37:02.044088176,McGregor Museum,6941
2021-08-24 04:37:02.044088176,William Humphreys Art Gallery,4231
2021-08-24 04:37:02.044088176,Magersfontein Battlefield,4734
2021-08-24 04:37:02.044088176,Ghost Tours & Historical Walks,3435
2021-08-27 02:53:08.777555120,Kimberley Museum,7080
2021-08-27 02:53:08.777555120,McGregor Museum,5991
2021-08-27 02:53:08.777555120,William Humphreys Art Gallery,2746
2021-08-27 02:53:08.777555120,Magersfontein Battlefield,4865
2021-08-27 02:53:08.777555120,Ghost Tours & Historical Walks,3944
2021-08-30 01:09:15.511022048,Kimberley Museum,3220
2021-08-30 01:09:15.511022048,McGregor Museum,3548
2021-08-30 01:09:15.511022048,William Humphreys Art Gallery,5430
2021-08-30 01:09:15.511022048,Magersfontein Battlefield,4159
2021-08-30 01:09:15.511022048,Ghost Tours & Historical Walks,6582
2021-09-01 23:25:22.244488976,Kimberley Museum,2401
2021-09-01 23:25:22.244488976,McGregor Museum,5882
2021-09-01 23:25:22.244488976,William Humphreys Art Gallery,2797
2021-09-01 23:25:22.244488976,Magersfontein Battlefield,5267
2021-09-01 23:25:22.244488976,Ghost Tours & Historical Walks,3046
2021-09-04 21:41:28.977955920,Kimberley Museum,5637
2021-09-04 21:41:28.977955920,McGregor Museum,7038
2021-09-04 21:41:28.977955920,William Humphreys Art Gallery,4125
2021-09-04 21:41:28.977955920,Magersfontein Battlefield,3557
2021-09-04 21:41:28.977955920,Ghost Tours & Historical Walks,5784
2021-09-07 19:57:35.711422848,Kimberley Museum,6097
2021-09-07 19:57:35.711422848,McGregor Museum,7606
2021-09-07 19:57:35.711422848,William Humphreys Art Gallery,4327
2021-09-07 19:57:35.711422848,Magersfontein Battlefield,7118
2021-09-07 19:57:35.711422848,Ghost Tours & Historical Walks,8484
2021-09-10 18:13:42.444889776,Kimberley Museum,6702
2021-09-10 18:13:42.444889776,McGregor Museum,7244
2021-09-10 18:13:42.444889776,William Humphreys Art Gallery,4040
2021-09-10 18:13:42.444889776,Magersfontein Battlefield,4966
2021-09-10 18:13:42.444889776,Ghost Tours & Historical Walks,4120
2021-09-13 16:29:49.178356720,Kimberley Museum,5769
2021-09-13 16:29:49.178356720,McGregor Museum,2687
2021-09-13 16:29:49.178356720,William Humphreys Art Gallery,5567
2021-09-13 16:29:49.178356720,Magersfontein Battlefield,4627
2021-09-13 16:29:49.178356720,Ghost Tours & Historical Walks,4517
2021-09-16 14:45:55.911823648,Kimberley Museum,6675
2021-09-16 14:45:55.911823648,McGregor Museum,5907
2021-09-16 14:45:55.911823648,William Humphreys Art Gallery,6102
2021-09-16 14:45:55.911823648,Magersfontein Battlefield,3560
2021-09-16 14:45:55.911823648,Ghost Tours & Historical Walks,5885
2021-09-19 13:02:02.645290576,Kimberley Museum,6229
2021-09-19 13:02:02.645290576,McGregor Museum,4214
2021-09-19 13:02:02.645290576,William Humphreys Art Gallery,3392
2021-09-19 13:02:02.645290576,Magersfontein Battlefield,6716
2021-09-19 13:02:02.645290576,Ghost Tours & Historical Walks,5450
2021-09-22 11:18:09.378757520,Kimberley Museum,5518
2021-09-22 11:18:09.378757520,McGregor Museum,6643
2021-09-22 11:18:09.378757520,William Humphreys Art Gallery,4921
2021-09-22 11:18:09.378757520,Magersfontein Battlefield,5722
2021-09-22 11:18:09.378757520,Ghost Tours & Historical Walks,3929
2021-09-25 09:34:16.112224448,Kimberley Museum,5689
2021-09-25 09:34:16.112224448,McGregor Museum,7737
2021-09-25 09:34:16.112224448,William Humphreys Art Gallery,4522
2021-09-25 09:34:16.112224448,Magersfontein Battlefield,7119
2021-09-25 09:34:16.112224448,Ghost Tours & Historical Walks,4885
2021-09-28 07:50:22.845691392,Kimberley Museum,2292
2021-09-28 07:50:22.845691392,McGregor Museum,6425
2021-09-28 07:50:22.845691392,William Humphreys Art Gallery,7536
2021-09-28 07:50:22.845691392,Magersfontein Battlefield,2571
2021-09-28 07:50:22.845691392,Ghost Tours & Historical Walks,5949
2021-10-01 06:06:29.579158320,Kimberley Museum,2970
2021-10-01 06:06:29.579158320,McGregor Museum,4166
2021-10-01 06:06:29.579158320,William Humphreys Art Gallery,4848
2021-10-01 06:06:29.579158320,Magersfontein Battlefield,5068
2021-10-01 06:06:29.579158320,Ghost Tours & Historical Walks,7203
2021-10-04 04:22:36.312625248,Kimberley Museum,3867
2021-10-04 04:22:36.312625248,McGregor Museum,6052
2021-10-04 04:22:36.312625248,William Humphreys Art Gallery,4396
2021-10-04 04:22:36.312625248,Magersfontein Battlefield,5774
2021-10-04 04:22:36.312625248,Ghost Tours & Historical Walks,2939
2021-10-07 02:38:43.046092192,Kimberley Museum,3681
2021-10-07 02:38:43.046092192,McGregor Museum,4054
2021-10-07 02:38:43.046092192,William Humphreys Art Gallery,5858
2021-10-07 02:38:43.046092192,Magersfontein Battlefield,3471
2021-10-07 02:38:43.046092192,Ghost Tours & Historical Walks,361
2021-10-10 00:54:49.779559120,Kimberley Museum,5847
2021-10-10 00:54:49.779559120,McGregor Museum,2241
2021-10-10 00:54:49.779559120,William Humphreys Art Gallery,6707
2021-10-10 00:54:49.779559120,Magersfontein Battlefield,5128
2021-10-10 00:54:49.779559120,Ghost Tours & Historical Walks,4071
2021-10-12 23:10:56.513026048,Kimberley Museum,4122
2021-10-12 23:10:56.513026048,McGregor Museum,6979
2021-10-12 23:10:56.513026048,William Humphreys Art Gallery,7508
2021-10-12 23:10:56.513026048,Magersfontein Battlefield,5054
2021-10-12 23:10:56.513026048,Ghost Tours & Historical Walks,5655
2021-10-15 21:27:03.246492992,Kimberley Museum,5756
2021-10-15 21:27:03.246492992,McGregor Museum,6436
2021-10-15 21:27:03.246492992,William Humphreys Art Gallery,3373
2021-10-15 21:27:03.246492992,Magersfontein Battlefield,5299
2021-10-15 21:27:03.246492992,Ghost Tours & Historical Walks,6203
2021-10-18 19:43:09.979959920,Kimberley Museum,1641
2021-10-18 19:43:09.979959920,McGregor Museum,5339
2021-10-18 19:43:09.979959920,William Humphreys Art Gallery,4848
2021-10-18 19:43:09.979959920,Magersfontein Battlefield,757
2021-10-18 19:43:09.979959920,Ghost Tours & Historical Walks,4631
2021-10-21 17:59:16.713426864,Kimberley Museum,3684
2021-10-21 17:59:16.713426864,McGregor Museum,6795
2021-10-21 17:59:16.713426864,William Humphreys Art Gallery,5482
2021-10-21 17:59:16.713426864,Magersfontein Battlefield,9975
2021-10-21 17:59:16.713426864,Ghost Tours & Historical Walks,6171
2021-10-24 16:15:23.446893792,Kimberley Museum,7044
2021-10-24 16:15:23.446893792,McGregor Museum,2822
2021-10-24 16:15:23.446893792,William Humphreys Art Gallery,4780
2021-10-24 16:15:23.446893792,Magersfontein Battlefield,2797
2021-10-24 16:15:23.446893792,Ghost Tours & Historical Walks,4304
2021-10-27 14:31:30.180360720,Kimberley Museum,4513
2021-10-27 14:31:30.180360720,McGregor Museum,5011
2021-10-27 14:31:30.180360720,William Humphreys Art Gallery,5816
2021-10-27 14:31:30.180360720,Magersfontein Battlefield,3678
2021-10-27 14:31:30.180360720,Ghost Tours & Historical Walks,3222
2021-10-30 12:47:36.913827664,Kimberley Museum,5265
2021-10-30 12:47:36.913827664,McGregor Museum,4408
2021-10-30 12:47:36.913827664,William Humphreys Art Gallery,2861
2021-10-30 12:47:36.913827664,Magersfontein Battlefield,6838
2021-10-30 12:47:36.913827664,Ghost Tours & Historical Walks,5535
2021-11-02 11:03:43.647294592,Kimberley Museum,4505
2021-11-02 11:03:43.647294592,McGregor Museum,5713
2021-11-02 11:03:43.647294592,William Humphreys Art Gallery,4440
2021-11-02 11:03:43.647294592,Magersfontein Battlefield,1417
2021-11-02 11:03:43.647294592,Ghost Tours & Historical Walks,6490
2021-11-05 09:19:50.380761520,Kimberley Museum,4577
2021-11-05 09:19:50.380761520,McGregor Museum,6991
2021-11-05 09:19:50.380761520,William Humphreys Art Gallery,5104
2021-11-05 09:19:50.380761520,Magersfontein Battlefield,4049
